model,path,accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,mcc,log_loss,roc_auc_ovr
best_model,best_model.joblib,0.9681020733652312,0.9675711714052699,0.9672526001609604,0.9672682416885098,0.9681075265836293,0.9627747323552587,0.17114460619509325,0.9977237310352507
